BusinessEntityID,NationalIDNumber,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate
279,716374314,adventure-works\tsvi0,/6/1/5/,3,Sales Representative,18-01-74,M,M,31-05-11,1,29,34,1,BB510FCE-0105-4306-B591-6450D9EBF401,29-06-14 22:00
280,61161660,adventure-works\pamela0,/6/1/6/,3,Sales Representative,06-12-74,S,F,31-05-11,1,22,31,1,7627B9D6-0707-4706-9AD9-0D37506B08AE,29-06-14 22:00
281,139397894,adventure-works\shu0,/6/1/7/,3,Sales Representative,09-03-68,M,M,31-05-11,1,26,33,1,4103C891-37E8-4DFC-AEAC-B55E2BC1BE1C,29-06-14 22:00
282,399771412,adventure-works\josé1,/6/1/8/,3,Sales Representative,11-12-63,M,M,31-05-11,1,31,35,1,FD3992FB-3067-451D-A09D-73BD53C0FECA,29-06-14 22:00
283,987554265,adventure-works\david8,/6/1/9/,3,Sales Representative,11-02-74,S,M,31-05-11,1,23,31,1,1E8F9E91-508F-4D49-ACD2-775C836030ED,29-06-14 22:00
284,90836195,adventure-works\tete0,/6/1/10/,3,Sales Representative,05-01-78,M,M,30-09-12,1,39,39,1,0C67CE00-DE78-4712-908F-06939A2C58D5,29-06-14 22:00
285,481044938,adventure-works\syed0,/6/2/,2,Pacific Sales Manager,11-01-75,M,M,14-03-13,1,20,30,1,86F292DB-B73C-429D-9912-800994D809FB,29-06-14 22:00
286,758596752,adventure-works\lynn0,/6/2/1/,3,Sales Representative,14-02-77,S,F,30-05-13,1,36,38,1,4A9A8407-A680-4A6B-8D03-511CB58F9A8A,29-06-14 22:00
287,982310417,adventure-works\amy0,/6/3/,2,European Sales Manager,20-09-57,M,F,16-04-12,1,21,30,1,66D66445-EE78-4676-9E66-0E22D6109A92,29-06-14 22:00
288,954276278,adventure-works\rachel0,/6/3/1/,3,Sales Representative,09-07-75,S,F,30-05-13,1,35,37,1,B9BF7741-E0CA-4F37-ACDE-A4F78C6D03E9,29-06-14 22:00
289,668991357,adventure-works\jae0,/6/3/2/,3,Sales Representative,17-03-68,M,F,30-05-12,1,37,38,1,723A5921-D8A1-4659-9BC4-13C4CF7C9C91,29-06-14 22:00
290,134219713,adventure-works\ranjit0,/6/3/3/,3,Sales Representative,30-09-75,S,M,30-05-12,1,34,37,1,604213F9-DD0F-43B4-BDD2-C96E93D3F4BF,29-06-14 22:00
