Customer_Id,Customer_name,Customer_contact,Gender,Customer_birth
867,"Donovan, Jasmine",096-749-3687,Female,23-Sep-1959
868,"Randolph, Jessica",029-781-5724,Male,14-Nov-1967
869,"Stockwell, Jordan",073-752-4738,Male,6-Nov-1967
870,"Almaguer Durazo, Jaime",059-953-4563,Male,15-Apr-1952
871,"Yamashita, Christopher",026-652-3216,Male,7-Oct-1995
872,"Padilla, Adrian",096-862-2743,Female,27-Jan-1981
873,"Qu, Miles",065-253-9243,Male,27-Sep-1967
874,"Delgado Lucio, Christian",067-293-3946,Female,21-Aug-2003
875,"Barajas Moreno, Breanna",028-658-1963,Male,26-Jan-1976
876,"Smith, Makayla",037-684-4569,Female,7-Jul-2001
877,"Nguyen, Amber",027-591-2546,Female,21-Feb-1957
878,"Avalos, Gabriel",047-972-7428,Male,27-Jul-1956
879,"Moore, Jacqueline",095-385-2543,Male,27-Apr-1976
880,"Moore, Devante",043-369-7534,Male,28-Jan-1966
881,"Garcia, Jose",019-498-3182,Male,17-Nov-1964
882,"Louie, Tina",057-268-9386,Female,20-Aug-1977
883,"Leyva, Josue",065-936-7158,Male,30-Nov-1967
884,"Scott, Angelika",097-926-7381,Female,8-Dec-1992
885,"Pham, Zaeem",028-761-7431,Female,30-Dec-1956
886,"Collins, Robert",018-975-8261,Male,21-Sep-1961
887,"Kijprachakorn, Alyssa",013-429-5769,Male,30-Sep-1983
888,"Phan, Zachariah",042-753-2658,Male,27-Mar-1986
889,"Robinson, Jennifer",043-493-1925,Male,22-Sep-1998
890,"Magsaysay II, Madalyn",056-482-7154,Female,29-Nov-2001
891,"Marks, Rashida",038-341-8432,Female,2-Nov-1990
892,"Hernandez, Andromada",036-547-4165,Female,14-Jul-1981
893,"Lee, Melissa",067-965-4356,Male,13-Aug-1995
894,"Rodriguez, Raya",093-829-1345,Female,17-May-1975
895,"Jara, Dayana",023-582-3471,Female,9-Nov-1974
896,"Gonzales, Shinji",087-861-6731,Female,18-Feb-2003
897,"Shead, Khadijah",051-169-9187,Male,11-May-1973
898,"Salazar, Estephan",025-176-9362,Male,8-Jan-1953
899,"Ruiz, Leonel",091-319-8435,Male,24-Mar-1984
900,"Friend, Elsie",023-925-7182,Male,29-Apr-1988
901,"Deck, Jingo",084-945-8946,Male,19-Dec-1953
902,"Dixon, Donovan",012-713-9546,Female,16-Sep-1973
903,"Allen II, Xavier",081-863-8752,Female,29-Nov-1977
904,"Roces, Winchell",081-953-5234,Female,24-Feb-1988
905,"Groleau, Kimly",024-813-1564,Male,10-Jul-1967
906,"Fruge, Solanus",043-278-4132,Male,10-Aug-1955
907,"Mahon, Dong",025-374-1794,Female,4-Jan-1966
908,"De Guzman, Alan",072-384-9218,Male,7-Feb-1966
909,"Zamora-Fletcher, Kylan",063-913-8634,Male,4-Mar-2002
910,"Lefotu, Janalen",021-496-9267,Female,18-Feb-1972
911,"Ponce, Katherine",021-793-1942,Male,20-Aug-1972
912,"Grove, Charles",079-174-6742,Female,12-Nov-1958
913,"Williams, Karla",082-397-8631,Male,12-Aug-1966
914,"Schlihs, Medha",032-478-1872,Male,24-Mar-2003
915,"Herbst, Sreya",084-851-2643,Male,28-May-1987
916,"Mensah-Bonsu, Samira",034-736-6728,Female,29-Jan-1954
917,"Gresham, Aurielle",089-473-6872,Female,16-Jun-1969
918,"Jackson, Jade",043-392-6519,Male,4-Aug-1992
919,"Nguyen, Doann",069-921-8953,Male,30-Nov-1983
920,"Martz, Miranda",013-568-3814,Male,14-May-1983
921,"Takahashi, Aditya",098-487-5361,Male,11-Oct-1962
922,"Davila, Christopher",013-583-8132,Female,29-Aug-2002
923,"Esparza, Jorge",041-513-7164,Male,10-Sep-1986
924,"Jones, Dawn",012-398-5813,Female,27-Apr-1987
925,"Roda, Edward",043-492-8365,Male,20-Jun-1995
926,"Senethong, Alexis",096-473-4573,Female,15-Nov-1983
927,"Cooper, Jennifer",072-916-2497,Female,29-Dec-1998
928,"Valencia, Omar",038-723-8674,Male,20-Apr-1982
929,"Sandoval, Edgar",083-953-3174,Male,5-Nov-2002
930,"Ramirez Aguilar, Reuben",026-854-8241,Male,15-Feb-1961
931,"Mcwilliams, Thinh",067-287-2549,Female,20-Dec-1982
932,"Spann, Shawnesse",039-147-8936,Female,11-Dec-1971
933,"Farley, Matthew",049-153-5426,Female,31-Jul-2000
934,"Hanzlick, Kuneeshah",023-367-8573,Female,18-Dec-1956
935,"Green, Tyler",046-374-8163,Male,27-Aug-1990
936,"Tate, Trae",071-531-1728,Female,12-Jun-1974
937,"Vo, Alexandria",095-265-3796,Female,22-Nov-1994
938,"Samuels, Justin",057-238-3695,Female,19-Nov-1956
939,"Tieu, Bailey",048-524-1847,Male,25-Jan-1978
940,"Avelar, Marcus",052-831-1762,Male,6-Sep-1986
941,"Lavigne, Anthony",071-574-4237,Female,7-Sep-1984
942,"Pina Morones, Adler",089-371-3682,Female,22-Aug-1976
943,"Sanders, Krizma",068-145-3827,Female,26-Feb-1993
944,"Kim, Brandon",021-289-3849,Male,22-Feb-1968
945,"Cardenas, Leslie",093-864-9475,Male,14-Jun-1982
946,"Sweeney, Elizabeth",086-274-3164,Male,30-Sep-1955
947,"Tran, Bryan",028-617-6724,Male,2-May-1968
948,"Velasco, Diana",023-897-2938,Female,13-Sep-1975
949,"Herrera, Rosa",053-378-2346,Female,30-Apr-1973
950,"Stoveall, Ilgude",082-493-7594,Female,26-Mar-1987
951,"Lawrence, Chad",078-421-2493,Male,9-Jul-1974
952,"Urena, Salina",034-625-5396,Female,27-Jan-1955
953,"Ellison, Miah",053-174-3158,Female,4-Nov-1983
954,"Senters, Jennifer",031-526-7982,Female,2-Jan-1962
955,"Bonner, Shalika",016-859-6492,Male,17-Jul-1952
956,"Field, Tykesha",037-921-1798,Male,30-Dec-2001
957,"Munoz, Maribel",064-375-9271,Male,20-Sep-1988
958,"Rigney, Jeremiah",043-758-9382,Male,2-Oct-1967
959,"Delacruz, Hayden",049-854-9674,Female,10-Mar-1997
960,"Joyce, Joshua",014-352-4235,Female,16-Jul-1992
961,"Tran, Matthew",035-712-9786,Female,23-Jun-1987
962,"Baig, Huy",043-456-7621,Male,22-Aug-1997
963,"Espinoza, Diana",042-461-7835,Female,21-Mar-1957
964,"Hernandez, Lesly",029-897-1732,Male,22-Apr-2000
965,"Ratcliff, Janay",035-925-4571,Male,6-Aug-1985
966,"Sanders-Johnson, Robertoe",049-683-7384,Female,28-Nov-1980
967,"Cordova, Simon",043-816-6735,Female,22-Nov-1965
968,"Milligan, Bobbi",053-367-3946,Female,21-Nov-1961
969,"Yirdaw, Devon",059-965-9685,Male,24-May-1991
970,"Sarmiento, Carlos",034-967-6459,Female,6-Oct-1978
971,"Ramirez-Quevado, Corbin",091-721-8395,Female,10-Aug-1989
972,"Schoon, Monique",056-361-2789,Female,19-Apr-1983
973,"Mays, Maren",087-692-8741,Male,12-Sep-1961
974,"Phan, Sam",047-279-3154,Female,14-Apr-1955
975,"Pham, Parth",016-349-6529,Female,9-Nov-1955
976,"Lorenzo, Andrew",028-198-4769,Male,16-Dec-1990
977,"Chen, Gary",076-197-5421,Female,21-Feb-1963
978,"Aguilar Arevalo, Lauren",026-832-4356,Male,20-Mar-1985
979,"Gomez Pando, Daniel",085-842-3176,Male,28-Sep-1950
980,"Stokes, Abhisaar",063-429-8243,Female,14-Apr-1990
981,"Perkins, Tiffany",064-738-5239,Male,2-Mar-1977
982,"Smith-Dawson, Maurice",049-853-6893,Female,5-Feb-1965
983,"Kennedy, Weiheng",043-326-3451,Male,30-Nov-1986
984,"Behr, Khashayar",085-675-7543,Female,11-Feb-1977
985,"Olsen, Susan",035-382-6472,Male,18-Jul-1961
986,"Milton, Jeremiah",016-759-8752,Male,20-Jul-1997
987,"Cardona, Cristol",041-237-3274,Female,18-Jan-1974
988,"Whitehead, Anjanet",019-317-8179,Female,8-Aug-1998
989,"Tanoue, Noelle",041-456-1379,Male,13-May-2002
990,"Juarez, Jose",086-167-3859,Female,3-Dec-1990
991,"Ahmad, Jaime",035-259-3276,Female,10-Jun-1956
992,"Rodriguez, Peter",094-567-5312,Male,4-Oct-1964
993,"Cannady, Dasha",084-963-6158,Female,23-Mar-1958
994,"Taylor, Angel-Danielle",036-948-8173,Male,23-Mar-1964
995,"Gallegos, Tara",015-475-6781,Male,9-Feb-1955
996,"Zhang, Sebastien",027-348-7149,Male,8-Nov-1979
997,"Chavez, Sakar",053-458-8549,Female,22-Aug-1970
998,"Johnston, Tanay",053-547-7543,Female,20-Jan-1961
999,"Bayarbat, Katie",051-491-3584,Male,14-Feb-1985
1000,"Weaks, Justice",063-156-5916,Female,26-Jul-1964
